filepath,tokenIndex,lineNumber
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_long_63a_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_long_63a_omitgood.final.ll,394,38
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_long_63a_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_long_63a_omitgood.final.ll,394,38
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_long_63a_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_long_63a_omitgood.final.ll,394,38
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_long_63a_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_long_63a_omitgood.final.ll,394,38
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_struct_63a_omitgood.c_dir/point/CWE416_Use_After_Free__malloc_free_struct_63a_omitgood.final.ll,459,43
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_struct_63a_omitgood.c_dir/bds/CWE416_Use_After_Free__malloc_free_struct_63a_omitgood.final.ll,459,43
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_struct_63a_omitgood.c_dir/api/CWE416_Use_After_Free__malloc_free_struct_63a_omitgood.final.ll,459,43
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_struct_63a_omitgood.c_dir/arr/CWE416_Use_After_Free__malloc_free_struct_63a_omitgood.final.ll,459,43
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_long_01_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_long_01_omitgood.final.ll,383,35
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_long_01_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_long_01_omitgood.final.ll,402,37
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_long_01_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_long_01_omitgood.final.ll,383,35
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_long_01_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_long_01_omitgood.final.ll,402,37
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_long_01_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_long_01_omitgood.final.ll,383,35
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_long_01_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_long_01_omitgood.final.ll,402,37
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_long_01_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_long_01_omitgood.final.ll,383,35
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_long_01_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_long_01_omitgood.final.ll,402,37
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_long_63a_omitgood.c_dir/point/CWE416_Use_After_Free__malloc_free_long_63a_omitgood.final.ll,452,42
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_long_63a_omitgood.c_dir/bds/CWE416_Use_After_Free__malloc_free_long_63a_omitgood.final.ll,452,42
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_long_63a_omitgood.c_dir/api/CWE416_Use_After_Free__malloc_free_long_63a_omitgood.final.ll,452,42
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_long_63a_omitgood.c_dir/arr/CWE416_Use_After_Free__malloc_free_long_63a_omitgood.final.ll,452,42
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_long_64a_omitgood.c_dir/point/CWE416_Use_After_Free__malloc_free_long_64a_omitgood.final.ll,452,42
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_long_64a_omitgood.c_dir/bds/CWE416_Use_After_Free__malloc_free_long_64a_omitgood.final.ll,452,42
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_long_64a_omitgood.c_dir/api/CWE416_Use_After_Free__malloc_free_long_64a_omitgood.final.ll,452,42
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_long_64a_omitgood.c_dir/arr/CWE416_Use_After_Free__malloc_free_long_64a_omitgood.final.ll,452,42
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_char_18_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_char_18_omitgood.final.ll,378,36
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_char_18_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_char_18_omitgood.final.ll,408,40
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_char_18_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_char_18_omitgood.final.ll,378,36
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_char_18_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_char_18_omitgood.final.ll,408,40
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_char_18_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_char_18_omitgood.final.ll,378,36
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_char_18_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_char_18_omitgood.final.ll,408,40
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_char_18_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_char_18_omitgood.final.ll,378,36
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_char_18_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_char_18_omitgood.final.ll,408,40
./data_416/SARD/data_source/CWE416_Use_After_Free__return_freed_ptr_07_omitgood.c_dir/point/CWE416_Use_After_Free__return_freed_ptr_07_omitgood.final.ll,377,34
./data_416/SARD/data_source/CWE416_Use_After_Free__return_freed_ptr_07_omitgood.c_dir/point/CWE416_Use_After_Free__return_freed_ptr_07_omitgood.final.ll,846,81
./data_416/SARD/data_source/CWE416_Use_After_Free__return_freed_ptr_07_omitgood.c_dir/bds/CWE416_Use_After_Free__return_freed_ptr_07_omitgood.final.ll,377,34
./data_416/SARD/data_source/CWE416_Use_After_Free__return_freed_ptr_07_omitgood.c_dir/bds/CWE416_Use_After_Free__return_freed_ptr_07_omitgood.final.ll,846,81
./data_416/SARD/data_source/CWE416_Use_After_Free__return_freed_ptr_07_omitgood.c_dir/api/CWE416_Use_After_Free__return_freed_ptr_07_omitgood.final.ll,377,34
./data_416/SARD/data_source/CWE416_Use_After_Free__return_freed_ptr_07_omitgood.c_dir/api/CWE416_Use_After_Free__return_freed_ptr_07_omitgood.final.ll,846,81
./data_416/SARD/data_source/CWE416_Use_After_Free__return_freed_ptr_07_omitgood.c_dir/arr/CWE416_Use_After_Free__return_freed_ptr_07_omitgood.final.ll,377,34
./data_416/SARD/data_source/CWE416_Use_After_Free__return_freed_ptr_07_omitgood.c_dir/arr/CWE416_Use_After_Free__return_freed_ptr_07_omitgood.final.ll,846,81
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_int_14_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_array_int_14_omitgood.final.ll,461,42
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_int_14_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_array_int_14_omitgood.final.ll,498,47
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_int_14_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_array_int_14_omitgood.final.ll,461,42
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_int_14_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_array_int_14_omitgood.final.ll,498,47
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_int_14_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_array_int_14_omitgood.final.ll,461,42
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_int_14_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_array_int_14_omitgood.final.ll,498,47
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_int_14_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_array_int_14_omitgood.final.ll,461,42
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_int_14_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_array_int_14_omitgood.final.ll,498,47
./data_416/SARD/data_source/CWE416_Use_After_Free__return_freed_ptr_14_omitgood.c_dir/point/CWE416_Use_After_Free__return_freed_ptr_14_omitgood.final.ll,374,34
./data_416/SARD/data_source/CWE416_Use_After_Free__return_freed_ptr_14_omitgood.c_dir/point/CWE416_Use_After_Free__return_freed_ptr_14_omitgood.final.ll,798,76
./data_416/SARD/data_source/CWE416_Use_After_Free__return_freed_ptr_14_omitgood.c_dir/bds/CWE416_Use_After_Free__return_freed_ptr_14_omitgood.final.ll,374,34
./data_416/SARD/data_source/CWE416_Use_After_Free__return_freed_ptr_14_omitgood.c_dir/bds/CWE416_Use_After_Free__return_freed_ptr_14_omitgood.final.ll,798,76
./data_416/SARD/data_source/CWE416_Use_After_Free__return_freed_ptr_14_omitgood.c_dir/api/CWE416_Use_After_Free__return_freed_ptr_14_omitgood.final.ll,374,34
./data_416/SARD/data_source/CWE416_Use_After_Free__return_freed_ptr_14_omitgood.c_dir/api/CWE416_Use_After_Free__return_freed_ptr_14_omitgood.final.ll,798,76
./data_416/SARD/data_source/CWE416_Use_After_Free__return_freed_ptr_14_omitgood.c_dir/arr/CWE416_Use_After_Free__return_freed_ptr_14_omitgood.final.ll,374,34
./data_416/SARD/data_source/CWE416_Use_After_Free__return_freed_ptr_14_omitgood.c_dir/arr/CWE416_Use_After_Free__return_freed_ptr_14_omitgood.final.ll,798,76
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_char_15_omitgood.c_dir/point/CWE416_Use_After_Free__malloc_free_char_15_omitgood.final.ll,416,37
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_char_15_omitgood.c_dir/point/CWE416_Use_After_Free__malloc_free_char_15_omitgood.final.ll,487,48
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_char_15_omitgood.c_dir/bds/CWE416_Use_After_Free__malloc_free_char_15_omitgood.final.ll,416,37
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_char_15_omitgood.c_dir/bds/CWE416_Use_After_Free__malloc_free_char_15_omitgood.final.ll,487,48
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_char_15_omitgood.c_dir/api/CWE416_Use_After_Free__malloc_free_char_15_omitgood.final.ll,416,37
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_char_15_omitgood.c_dir/api/CWE416_Use_After_Free__malloc_free_char_15_omitgood.final.ll,487,48
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_char_15_omitgood.c_dir/arr/CWE416_Use_After_Free__malloc_free_char_15_omitgood.final.ll,416,37
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_char_15_omitgood.c_dir/arr/CWE416_Use_After_Free__malloc_free_char_15_omitgood.final.ll,487,48
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_struct_06_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_array_struct_06_omitgood.final.ll,541,49
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_struct_06_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_array_struct_06_omitgood.final.ll,583,54
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_struct_06_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_array_struct_06_omitgood.final.ll,541,49
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_struct_06_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_array_struct_06_omitgood.final.ll,583,54
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_struct_06_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_array_struct_06_omitgood.final.ll,541,49
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_struct_06_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_array_struct_06_omitgood.final.ll,583,54
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_struct_06_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_array_struct_06_omitgood.final.ll,541,49
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_struct_06_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_array_struct_06_omitgood.final.ll,583,54
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_long_64a_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_array_long_64a_omitgood.final.ll,483,44
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_long_64a_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_array_long_64a_omitgood.final.ll,483,44
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_long_64a_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_array_long_64a_omitgood.final.ll,483,44
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_long_64a_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_array_long_64a_omitgood.final.ll,483,44
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_char_01_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_char_01_omitgood.final.ll,383,35
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_char_01_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_char_01_omitgood.final.ll,392,37
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_char_01_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_char_01_omitgood.final.ll,383,35
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_char_01_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_char_01_omitgood.final.ll,392,37
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_char_01_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_char_01_omitgood.final.ll,383,35
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_char_01_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_char_01_omitgood.final.ll,392,37
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_char_01_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_char_01_omitgood.final.ll,383,35
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_char_01_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_char_01_omitgood.final.ll,392,37
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_class_15_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_array_class_15_omitgood.final.ll,504,44
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_class_15_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_array_class_15_omitgood.final.ll,593,55
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_class_15_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_array_class_15_omitgood.final.ll,504,44
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_class_15_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_array_class_15_omitgood.final.ll,593,55
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_class_15_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_array_class_15_omitgood.final.ll,504,44
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_class_15_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_array_class_15_omitgood.final.ll,593,55
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_class_15_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_array_class_15_omitgood.final.ll,504,44
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_class_15_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_array_class_15_omitgood.final.ll,593,55
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_struct_18_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_struct_18_omitgood.final.ll,422,37
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_struct_18_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_struct_18_omitgood.final.ll,436,41
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_struct_18_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_struct_18_omitgood.final.ll,422,37
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_struct_18_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_struct_18_omitgood.final.ll,436,41
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_struct_18_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_struct_18_omitgood.final.ll,422,37
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_struct_18_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_struct_18_omitgood.final.ll,436,41
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_struct_18_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_struct_18_omitgood.final.ll,422,37
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_struct_18_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_struct_18_omitgood.final.ll,436,41
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_int64_t_63a_omitgood.c_dir/point/CWE416_Use_After_Free__malloc_free_int64_t_63a_omitgood.final.ll,452,42
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_int64_t_63a_omitgood.c_dir/bds/CWE416_Use_After_Free__malloc_free_int64_t_63a_omitgood.final.ll,452,42
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_int64_t_63a_omitgood.c_dir/api/CWE416_Use_After_Free__malloc_free_int64_t_63a_omitgood.final.ll,452,42
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_int64_t_63a_omitgood.c_dir/arr/CWE416_Use_After_Free__malloc_free_int64_t_63a_omitgood.final.ll,452,42
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_int_04_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_array_int_04_omitgood.final.ll,516,49
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_int_04_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_array_int_04_omitgood.final.ll,564,54
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_int_04_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_array_int_04_omitgood.final.ll,516,49
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_int_04_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_array_int_04_omitgood.final.ll,564,54
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_int_04_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_array_int_04_omitgood.final.ll,516,49
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_int_04_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_array_int_04_omitgood.final.ll,564,54
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_int_04_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_array_int_04_omitgood.final.ll,516,49
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_int_04_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_array_int_04_omitgood.final.ll,564,54
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_long_02_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_long_02_omitgood.final.ll,402,37
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_long_02_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_long_02_omitgood.final.ll,426,42
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_long_02_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_long_02_omitgood.final.ll,402,37
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_long_02_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_long_02_omitgood.final.ll,426,42
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_long_02_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_long_02_omitgood.final.ll,402,37
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_long_02_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_long_02_omitgood.final.ll,426,42
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_long_02_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_long_02_omitgood.final.ll,402,37
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_long_02_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_long_02_omitgood.final.ll,426,42
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_class_63a_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_array_class_63a_omitgood.final.ll,514,45
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_class_63a_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_array_class_63a_omitgood.final.ll,514,45
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_class_63a_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_array_class_63a_omitgood.final.ll,514,45
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_class_63a_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_array_class_63a_omitgood.final.ll,514,45
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_long_09_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_array_long_09_omitgood.final.ll,471,43
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_long_09_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_array_long_09_omitgood.final.ll,511,48
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_long_09_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_array_long_09_omitgood.final.ll,471,43
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_long_09_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_array_long_09_omitgood.final.ll,511,48
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_long_09_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_array_long_09_omitgood.final.ll,471,43
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_long_09_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_array_long_09_omitgood.final.ll,511,48
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_long_09_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_array_long_09_omitgood.final.ll,471,43
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_long_09_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_array_long_09_omitgood.final.ll,511,48
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_char_02_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_array_char_02_omitgood.final.ll,417,38
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_char_02_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_array_char_02_omitgood.final.ll,459,43
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_char_02_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_array_char_02_omitgood.final.ll,417,38
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_char_02_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_array_char_02_omitgood.final.ll,459,43
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_char_02_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_array_char_02_omitgood.final.ll,417,38
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_char_02_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_array_char_02_omitgood.final.ll,459,43
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_char_02_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_array_char_02_omitgood.final.ll,417,38
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_char_02_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_array_char_02_omitgood.final.ll,459,43
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_struct_01_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_array_struct_01_omitgood.final.ll,485,42
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_struct_01_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_array_struct_01_omitgood.final.ll,504,44
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_struct_01_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_array_struct_01_omitgood.final.ll,485,42
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_struct_01_omitgood.cpp_dir/bds/CWE416_Use_After_Free__new_delete_array_struct_01_omitgood.final.ll,504,44
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_struct_01_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_array_struct_01_omitgood.final.ll,485,42
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_struct_01_omitgood.cpp_dir/api/CWE416_Use_After_Free__new_delete_array_struct_01_omitgood.final.ll,504,44
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_struct_01_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_array_struct_01_omitgood.final.ll,485,42
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_array_struct_01_omitgood.cpp_dir/arr/CWE416_Use_After_Free__new_delete_array_struct_01_omitgood.final.ll,504,44
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_struct_01_omitgood.c_dir/point/CWE416_Use_After_Free__malloc_free_struct_01_omitgood.final.ll,415,40
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_struct_01_omitgood.c_dir/point/CWE416_Use_After_Free__malloc_free_struct_01_omitgood.final.ll,442,42
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_struct_01_omitgood.c_dir/bds/CWE416_Use_After_Free__malloc_free_struct_01_omitgood.final.ll,415,40
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_struct_01_omitgood.c_dir/bds/CWE416_Use_After_Free__malloc_free_struct_01_omitgood.final.ll,442,42
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_struct_01_omitgood.c_dir/api/CWE416_Use_After_Free__malloc_free_struct_01_omitgood.final.ll,415,40
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_struct_01_omitgood.c_dir/api/CWE416_Use_After_Free__malloc_free_struct_01_omitgood.final.ll,442,42
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_struct_01_omitgood.c_dir/arr/CWE416_Use_After_Free__malloc_free_struct_01_omitgood.final.ll,415,40
./data_416/SARD/data_source/CWE416_Use_After_Free__malloc_free_struct_01_omitgood.c_dir/arr/CWE416_Use_After_Free__malloc_free_struct_01_omitgood.final.ll,442,42
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_char_02_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_char_02_omitgood.final.ll,392,37
./data_416/SARD/data_source/CWE416_Use_After_Free__new_delete_char_02_omitgood.cpp_dir/point/CWE416_Use_After_Free__new_delete_char_02_omitgood.final.ll,415,42
